SAMPLEID,TAXAID,N_TAXA,TYPE,TOLER,NATIVE,TROPHIC,SILT,INDEX_CLASS,SAMP_LENGTH_M,SAMP_WIDTH_M,SAMP_BIOMASS,INDEX_NAME,EXCLUDE,BCG_ATTR,DA_MI2,N_ANOMALIES,FAMILY,GENUS,THERMAL_INDICATOR,ELEVATION_ATTR,GRADIENT_ATTR,WSAREA_ATTR,REPRODUCTION,HABITAT,CONNECTIVITY,SCC,HYBRID
CHGX-546-R-1111,TESSELLATED DARTER,1,DARTER,T,N,IV,N,EPIEDMONT,75,3.425,3078,MBSS_2005_Fish,,,2.71,0,,,,,,,,,,,
CHGX-648-S-1111,WHITE SUCKER,22,SUCKER,T,N,OM,Y,EPIEDMONT,75,8.95,5020,MBSS_2005_Fish,,,5.95,0,,,,,,,,,,,
CHGX-648-S-1111,BLACKNOSE DACE,75,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,8.95,5020,MBSS_2005_Fish,,,5.95,0,,,,,,,,,,,
CHGX-648-S-1111,TESSELLATED DARTER,20,DARTER,T,N,IV,N,EPIEDMONT,75,8.95,5020,MBSS_2005_Fish,,,5.95,0,,,,,,,,,,,
CHGX-648-S-1111,LONGNOSE DACE,52,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,8.95,5020,MBSS_2005_Fish,,,5.95,0,,,,,,,,,,,
CHGX-648-S-1111,GREEN SUNFISH,5,SUNFISH,T,IC,GE,N,EPIEDMONT,75,8.95,5020,MBSS_2005_Fish,,,5.95,0,,,,,,,,,,,
CHGX-648-S-1111,CUTLIP MINNOW,11,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,8.95,5020,MBSS_2005_Fish,,,5.95,0,,,,,,,,,,,
CHGX-648-S-1111,CREEK CHUB,16,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,8.95,5020,MBSS_2005_Fish,,,5.95,0,,,,,,,,,,,
CHGX-648-S-1111,BROWN TROUT,92,NOTYPE,NOTYPE,I,TP,Y,EPIEDMONT,75,8.95,5020,MBSS_2005_Fish,,,5.95,0,,,,,,,,,,,
ETGZ-448-R-1111,EASTERN MOSQUITOFISH,75,NOTYPE,NOTYPE,N,IV,N,COASTAL,75,0.725,232,MBSS_2005_Fish,,,0.3,0,,,,,,,,,,,
ETGZ-448-R-1111,GREEN SUNFISH,6,SUNFISH,T,IC,GE,N,COASTAL,75,0.725,232,MBSS_2005_Fish,,,0.3,0,,,,,,,,,,,
ETGZ-448-R-1111,TESSELLATED DARTER,2,DARTER,T,N,IV,N,COASTAL,75,0.725,232,MBSS_2005_Fish,,,0.3,0,,,,,,,,,,,
ETGZ-448-R-1111,EASTERN MUDMINNOW,178,NOTYPE,T,N,IV,N,COASTAL,75,0.725,232,MBSS_2005_Fish,,,0.3,0,,,,,,,,,,,
ETGZ-537-R-1111,PUMPKINSEED,7,SUNFISH,T,IY,IV,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,BROWN BULLHEAD,2,NOTYPE,T,N,OM,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,LARGEMOUTH BASS,2,NOTYPE,T,IC,TP,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,TESSELLATED DARTER,38,DARTER,T,N,IV,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,SPOTTAIL SHINER,3,SHINER,I,N,OM,Y,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,BLUEGILL,11,SUNFISH,T,IC,IV,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,WHITE CATFISH,1,NOTYPE,NOTYPE,IY,OM,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,CREEK CHUBSUCKER,1,SUCKER,NOTYPE,N,IV,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,EASTERN MOSQUITOFISH,8,NOTYPE,NOTYPE,N,IV,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,GOLDFISH,8,OTHRCYPR,NOTYPE,I,OM,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,GREEN SUNFISH,5,SUNFISH,T,IC,GE,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
ETGZ-537-R-1111,AMERICAN EEL,32,NOTYPE,NOTYPE,N,GE,N,COASTAL,75,3.6,2123,MBSS_2005_Fish,,,5.44,0,,,,,,,,,,,
EBUX-435-S-1111,ROSYSIDE DACE,39,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,2.975,912,MBSS_2005_Fish,,,0.91,0,,,,,,,,,,,
EBUX-435-S-1111,BLUE RIDGE SCULPIN,147,SCULPIN,I,N,IS,Y,EPIEDMONT,75,2.975,912,MBSS_2005_Fish,,,0.91,0,,,,,,,,,,,
EBUX-435-S-1111,CREEK CHUB,8,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,2.975,912,MBSS_2005_Fish,,,0.91,0,,,,,,,,,,,
EBUX-435-S-1111,BLACKNOSE DACE,46,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,2.975,912,MBSS_2005_Fish,,,0.91,0,,,,,,,,,,,
EBXE-447-R-1111,WHITE SUCKER,78,SUCKER,T,N,OM,Y,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,BLACKNOSE DACE,5,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,REDBREAST SUNFISH,22,SUNFISH,NOTYPE,IY,GE,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,CREEK CHUB,14,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,CUTLIP MINNOW,41,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,LONGNOSE DACE,18,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,MARGINED MADTOM,65,MADTOM,I,IY,IV,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,NORTHERN HOGSUCKER,28,SUCKER,I,N,IV,Y,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,AMERICAN EEL,139,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,COMMON SHINER,19,SHINER,I,N,OM,Y,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,YELLOW PERCH,1,NOTYPE,NOTYPE,IY,GE,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,PUMPKINSEED,4,SUNFISH,T,IY,IV,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,REDFIN PICKEREL,2,NOTYPE,T,IY,TP,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,RIVER CHUB,64,OTHRCYPR,I,N,OM,Y,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,SEA LAMPREY,4,LAMPREY,I,N,FF,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,SMALLMOUTH BASS,26,NOTYPE,NOTYPE,IC,TP,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,SPOTTAIL SHINER,11,SHINER,I,N,OM,Y,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,TESSELLATED DARTER,100,DARTER,T,N,IV,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,BLUE RIDGE SCULPIN,73,SCULPIN,I,N,IS,Y,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-447-R-1111,BLUEGILL,2,SUNFISH,T,IC,IV,N,EPIEDMONT,75,14.55,11568,MBSS_2005_Fish,,,27.93,0,,,,,,,,,,,
EBXE-441-R-1111,WHITE SUCKER,52,SUCKER,T,N,OM,Y,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBXE-441-R-1111,CUTLIP MINNOW,1,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBXE-441-R-1111,TESSELLATED DARTER,13,DARTER,T,N,IV,N,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBXE-441-R-1111,REDFIN PICKEREL,4,NOTYPE,T,IY,TP,N,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBXE-441-R-1111,AMERICAN EEL,7,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBXE-441-R-1111,CREEK CHUB,98,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBXE-441-R-1111,CREEK CHUBSUCKER,4,SUCKER,NOTYPE,N,IV,N,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBXE-441-R-1111,GREEN SUNFISH,4,SUNFISH,T,IC,GE,N,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBXE-441-R-1111,LEAST BROOK LAMPREY,18,LAMPREY,NOTYPE,N,FF,N,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBXE-441-R-1111,PUMPKINSEED,4,SUNFISH,T,IY,IV,N,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBXE-441-R-1111,ROSYSIDE DACE,68,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,3.625,2649,MBSS_2005_Fish,,,1.48,0,,,,,,,,,,,
EBZN-436-R-1111,ROSYSIDE DACE,1,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,1.975,681,MBSS_2005_Fish,,,0.28,0,,,,,,,,,,,
EBZN-436-R-1111,CREEK CHUB,53,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,1.975,681,MBSS_2005_Fish,,,0.28,0,,,,,,,,,,,
EBZN-436-R-1111,BLACKNOSE DACE,93,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,1.975,681,MBSS_2005_Fish,,,0.28,0,,,,,,,,,,,
EBZN-436-R-1111,AMERICAN EEL,1,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,1.975,681,MBSS_2005_Fish,,,0.28,0,,,,,,,,,,,
EFHG-678-R-1111,GREENSIDE DARTER,5,DARTER,NOTYPE,N,IS,N,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,ROCK BASS,2,SUNFISH,NOTYPE,IC,GE,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,ROSYSIDE DACE,1,OTHRCYPR,NOTYPE,N,IV,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,SILVERJAW MINNOW,8,OTHRCYPR,NOTYPE,N,OM,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,COMMON SHINER,10,SHINER,I,N,OM,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,YELLOW BULLHEAD,2,NOTYPE,NOTYPE,N,OM,N,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,WHITE SUCKER,58,SUCKER,T,N,OM,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,BLACKNOSE DACE,379,OTHRCYPR,T,N,OM,N,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,TESSELLATED DARTER,13,DARTER,T,N,IV,N,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,LONGNOSE DACE,78,OTHRCYPR,NOTYPE,N,OM,N,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,SPOTTAIL SHINER,131,SHINER,I,N,OM,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,GREEN SUNFISH,2,SUNFISH,T,IC,GE,N,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,FANTAIL DARTER,3,DARTER,NOTYPE,N,IS,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,FALLFISH,3,OTHRCYPR,I,N,GE,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,CYPRINID (UNKNOWN),40,OTHRCYPR,NOTYPE,NOTYPE,NOTYPE,NOTYPE,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,CYPRINELLA SP.,58,SHINER,I,N,IV,N,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,CUTLIP MINNOW,1,OTHRCYPR,NOTYPE,N,IV,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,CREEK CHUB,14,OTHRCYPR,T,N,GE,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,CENTRAL STONEROLLER,7,OTHRCYPR,I,N,AL,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,RAINBOW DARTER,1,DARTER,NOTYPE,N,IS,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,POTOMAC SCULPIN,161,SCULPIN,NOTYPE,N,IS,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,BLUE RIDGE SCULPIN,324,SCULPIN,I,N,IS,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,BLUEGILL,18,SUNFISH,T,IC,IV,N,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,BLUNTNOSE MINNOW,44,OTHRCYPR,T,N,OM,N,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,LARGEMOUTH BASS,7,NOTYPE,T,IC,TP,N,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EFHG-678-R-1111,ROSYFACE SHINER,9,SHINER,NOTYPE,N,IV,Y,HIGHLAND,75,8.55,4912,MBSS_2005_Fish,,,18.62,0,,,,,,,,,,,
EHVA-445-R-1111,CREEK CHUB,5,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,2.825,691,MBSS_2005_Fish,,,1.1,0,,,,,,,,,,,
EHVA-445-R-1111,BLACKNOSE DACE,35,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,2.825,691,MBSS_2005_Fish,,,1.1,0,,,,,,,,,,,
EHVA-445-R-1111,LONGNOSE DACE,7,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,2.825,691,MBSS_2005_Fish,,,1.1,0,,,,,,,,,,,
EHVA-445-R-1111,ROSYSIDE DACE,42,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,2.825,691,MBSS_2005_Fish,,,1.1,0,,,,,,,,,,,
EHVA-445-R-1111,BLUE RIDGE SCULPIN,63,SCULPIN,I,N,IS,Y,EPIEDMONT,75,2.825,691,MBSS_2005_Fish,,,1.1,0,,,,,,,,,,,
EHVA-447-R-1111,BLACKNOSE DACE,210,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,6.2,2359,MBSS_2005_Fish,,,2.44,0,,,,,,,,,,,
EHVA-447-R-1111,WHITE SUCKER,30,SUCKER,T,N,OM,Y,EPIEDMONT,75,6.2,2359,MBSS_2005_Fish,,,2.44,0,,,,,,,,,,,
EHVA-447-R-1111,LONGNOSE DACE,60,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,6.2,2359,MBSS_2005_Fish,,,2.44,0,,,,,,,,,,,
EHVA-447-R-1111,CUTLIP MINNOW,1,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,6.2,2359,MBSS_2005_Fish,,,2.44,0,,,,,,,,,,,
EHVA-447-R-1111,CREEK CHUB,151,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,6.2,2359,MBSS_2005_Fish,,,2.44,0,,,,,,,,,,,
EHVA-447-R-1111,BROWN TROUT,6,NOTYPE,NOTYPE,I,TP,Y,EPIEDMONT,75,6.2,2359,MBSS_2005_Fish,,,2.44,0,,,,,,,,,,,
EHVA-447-R-1111,ROSYSIDE DACE,63,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,6.2,2359,MBSS_2005_Fish,,,2.44,0,,,,,,,,,,,
EHVA-453-S-1111,BLACKNOSE DACE,31,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,3.6,785,MBSS_2005_Fish,,,0.65,0,,,,,,,,,,,
EHVA-453-S-1111,BROWN TROUT,1,NOTYPE,NOTYPE,I,TP,Y,EPIEDMONT,75,3.6,785,MBSS_2005_Fish,,,0.65,0,,,,,,,,,,,
EHVA-453-S-1111,BROOK TROUT,12,NOTYPE,I,N,GE,Y,EPIEDMONT,75,3.6,785,MBSS_2005_Fish,,,0.65,0,,,,,,,,,,,
EHVA-453-S-1111,CREEK CHUB,24,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,3.6,785,MBSS_2005_Fish,,,0.65,0,,,,,,,,,,,
EHVA-453-S-1111,ROSYSIDE DACE,31,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,3.6,785,MBSS_2005_Fish,,,0.65,0,,,,,,,,,,,
EHVA-453-S-1111,RIVER CHUB,1,OTHRCYPR,I,N,OM,Y,EPIEDMONT,75,3.6,785,MBSS_2005_Fish,,,0.65,0,,,,,,,,,,,
EHVA-453-S-1111,LONGNOSE DACE,6,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,3.6,785,MBSS_2005_Fish,,,0.65,0,,,,,,,,,,,
EHVA-454-R-1111,BLUEGILL,1,SUNFISH,T,IC,IV,N,EPIEDMONT,75,4.05,1425,MBSS_2005_Fish,,,1.7,0,,,,,,,,,,,
EHVA-454-R-1111,BLACKNOSE DACE,186,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,4.05,1425,MBSS_2005_Fish,,,1.7,0,,,,,,,,,,,
EHVA-454-R-1111,BLUE RIDGE SCULPIN,237,SCULPIN,I,N,IS,Y,EPIEDMONT,75,4.05,1425,MBSS_2005_Fish,,,1.7,0,,,,,,,,,,,
EHVA-454-R-1111,BROWN TROUT,1,NOTYPE,NOTYPE,I,TP,Y,EPIEDMONT,75,4.05,1425,MBSS_2005_Fish,,,1.7,0,,,,,,,,,,,
EHVA-454-R-1111,CREEK CHUB,34,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,4.05,1425,MBSS_2005_Fish,,,1.7,0,,,,,,,,,,,
EHVA-454-R-1111,LONGNOSE DACE,40,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,4.05,1425,MBSS_2005_Fish,,,1.7,0,,,,,,,,,,,
EHVA-454-R-1111,ROSYSIDE DACE,1,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,4.05,1425,MBSS_2005_Fish,,,1.7,0,,,,,,,,,,,
EHVA-454-R-1111,TESSELLATED DARTER,1,DARTER,T,N,IV,N,EPIEDMONT,75,4.05,1425,MBSS_2005_Fish,,,1.7,0,,,,,,,,,,,
EHVA-457-R-1111,CREEK CHUB,133,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,1.225,1345,MBSS_2005_Fish,,,0.23,0,,,,,,,,,,,
EHVA-457-R-1111,BROWN TROUT,1,NOTYPE,NOTYPE,I,TP,Y,EPIEDMONT,75,1.225,1345,MBSS_2005_Fish,,,0.23,0,,,,,,,,,,,
EHVA-457-R-1111,LONGNOSE DACE,4,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,1.225,1345,MBSS_2005_Fish,,,0.23,0,,,,,,,,,,,
EHVA-457-R-1111,BLACKNOSE DACE,63,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,1.225,1345,MBSS_2005_Fish,,,0.23,0,,,,,,,,,,,
EHVA-457-R-1111,BLUEGILL,3,SUNFISH,T,IC,IV,N,EPIEDMONT,75,1.225,1345,MBSS_2005_Fish,,,0.23,0,,,,,,,,,,,
EHVA-535-R-1111,TIGER TROUT,1,"","","","","",EPIEDMONT,75,4.725,1210,MBSS_2005_Fish,,,2.63,0,,,,,,,,,,,
EHVA-535-R-1111,BLACKNOSE DACE,169,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,4.725,1210,MBSS_2005_Fish,,,2.63,0,,,,,,,,,,,
EHVA-535-R-1111,BROWN TROUT,161,NOTYPE,NOTYPE,I,TP,Y,EPIEDMONT,75,4.725,1210,MBSS_2005_Fish,,,2.63,0,,,,,,,,,,,
EHVA-535-R-1111,CREEK CHUB,13,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,4.725,1210,MBSS_2005_Fish,,,2.63,0,,,,,,,,,,,
EHVA-535-R-1111,LONGNOSE DACE,44,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,4.725,1210,MBSS_2005_Fish,,,2.63,0,,,,,,,,,,,
EHVA-535-R-1111,ROSYSIDE DACE,4,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,4.725,1210,MBSS_2005_Fish,,,2.63,0,,,,,,,,,,,
EHVA-535-R-1111,WHITE SUCKER,1,SUCKER,T,N,OM,Y,EPIEDMONT,75,4.725,1210,MBSS_2005_Fish,,,2.63,0,,,,,,,,,,,
EHVA-539-R-1111,BLACKNOSE DACE,91,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,3,1640,MBSS_2005_Fish,,,3.01,0,,,,,,,,,,,
EHVA-539-R-1111,BROWN TROUT,16,NOTYPE,NOTYPE,I,TP,Y,EPIEDMONT,75,3,1640,MBSS_2005_Fish,,,3.01,0,,,,,,,,,,,
EHVA-539-R-1111,BROOK TROUT,1,NOTYPE,I,N,GE,Y,EPIEDMONT,75,3,1640,MBSS_2005_Fish,,,3.01,0,,,,,,,,,,,
EHVA-539-R-1111,BLUE RIDGE SCULPIN,147,SCULPIN,I,N,IS,Y,EPIEDMONT,75,3,1640,MBSS_2005_Fish,,,3.01,0,,,,,,,,,,,
EHVA-539-R-1111,CREEK CHUB,11,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,3,1640,MBSS_2005_Fish,,,3.01,0,,,,,,,,,,,
EHVA-539-R-1111,LONGNOSE DACE,11,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,3,1640,MBSS_2005_Fish,,,3.01,0,,,,,,,,,,,
EHVA-539-R-1111,ROSYSIDE DACE,42,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,3,1640,MBSS_2005_Fish,,,3.01,0,,,,,,,,,,,
EHVA-539-R-1111,WHITE SUCKER,1,SUCKER,T,N,OM,Y,EPIEDMONT,75,3,1640,MBSS_2005_Fish,,,3.01,0,,,,,,,,,,,
EHVA-532-R-1111,CREEK CHUB,3,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,4,1101,MBSS_2005_Fish,,,3.47,0,,,,,,,,,,,
EHVA-532-R-1111,BLACKNOSE DACE,60,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,4,1101,MBSS_2005_Fish,,,3.47,0,,,,,,,,,,,
EHVA-532-R-1111,LARGEMOUTH BASS,1,NOTYPE,T,IC,TP,N,EPIEDMONT,75,4,1101,MBSS_2005_Fish,,,3.47,0,,,,,,,,,,,
EHVA-532-R-1111,LONGNOSE DACE,15,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,4,1101,MBSS_2005_Fish,,,3.47,0,,,,,,,,,,,
EHVA-532-R-1111,BROWN TROUT,17,NOTYPE,NOTYPE,I,TP,Y,EPIEDMONT,75,4,1101,MBSS_2005_Fish,,,3.47,0,,,,,,,,,,,
EHVA-532-R-1111,GREEN SUNFISH,4,SUNFISH,T,IC,GE,N,EPIEDMONT,75,4,1101,MBSS_2005_Fish,,,3.47,0,,,,,,,,,,,
EHVA-532-R-1111,WHITE SUCKER,3,SUCKER,T,N,OM,Y,EPIEDMONT,75,4,1101,MBSS_2005_Fish,,,3.47,0,,,,,,,,,,,
EHVA-532-R-1111,BLUEGILL,36,SUNFISH,T,IC,IV,N,EPIEDMONT,75,4,1101,MBSS_2005_Fish,,,3.47,0,,,,,,,,,,,
EHVA-644-R-1111,CREEK CHUB,47,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,4.425,3597,MBSS_2005_Fish,,,9.36,0,,,,,,,,,,,
EHVA-644-R-1111,CUTLIP MINNOW,55,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,4.425,3597,MBSS_2005_Fish,,,9.36,0,,,,,,,,,,,
EHVA-644-R-1111,LONGNOSE DACE,19,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,4.425,3597,MBSS_2005_Fish,,,9.36,0,,,,,,,,,,,
